confidence	arg1	rel	arg2	enabler	attribution	text	pattern	dependencies
1.0	Rosen argues that one of the most important provisions of the Constitution in Exile is limitations on the interstate commerce clause	undermined	by the Supreme Court 's `` expansive interpretation of Congress 's power to regulate interstate commerce ... extended to include any activities that might affect commerce indirectly '' during the New Deal			Rosen argues that one of the most important provisions of the Constitution in Exile is limitations on the interstate commerce clause , which were undermined by the Supreme Court 's `` expansive interpretation of Congress 's power to regulate interstate commerce ... extended to include any activities that might affect commerce indirectly '' during the New Deal .		
1.0	the Supreme Court 's `` expansive interpretation of Congress 's power to regulate interstate commerce	regulate interstate commerce ... extended	expansive interpretation of Congress 's power to regulate interstate commerce ... extended to include any activities that might affect commerce indirectly '' during the New Deal			Rosen argues that one of the most important provisions of the Constitution in Exile is limitations on the interstate commerce clause , which were undermined by the Supreme Court 's `` expansive interpretation of Congress 's power to regulate interstate commerce ... extended to include any activities that might affect commerce indirectly '' during the New Deal .		
1.0	San Francisco 's diversity of cultures	influenced	the country and the world at large over the years			San Francisco 's diversity of cultures along with its eccentricities are so great that they have greatly influenced the country and the world at large over the years .		
1.0	Scarpetta	returns	to Virginia in `` Trace			Scarpetta returns to Virginia in `` Trace '' , convincing herself that she was fired from her position , at the request of her replacement , Dr. Joel Marcus .		
1.0	Several isomers of octene	known	the position and the geometry of the double bond in the carbon chain			Several isomers of octene are known , depending on the position and the geometry of the double bond in the carbon chain .		
1.0	Several isomers of octene are known	depending	the position and the geometry of the double bond in the carbon chain			Several isomers of octene are known , depending on the position and the geometry of the double bond in the carbon chain .		
1.0	She	died	in October 1915 of a heart attack			She died in October 1915 of a heart attack .		
1.0	She published more than 15 research publications	including	International Journals , International Conferences , National Conferences , workshops and seminars			She published more than 15 research publications , including International Journals , International Conferences , National Conferences , workshops and seminars .		
1.0	She	ordered	rebuilt on 9 March 1724			She was ordered to be rebuilt on 9 March 1724 , and was taken in hand at Deptford Dockyard by Master Shipwright Richard Stacey .		
1.0	Master Shipwright Richard Stacey	taken	on 9 March 1724 , and was taken in hand at Deptford Dockyard			She was ordered to be rebuilt on 9 March 1724 , and was taken in hand at Deptford Dockyard by Master Shipwright Richard Stacey .		
1.0	Shea	born	on September 5 , 1900 in San Francisco , California			Shea was born on September 5 , 1900 in San Francisco , California .		
1.0	Richmond	joining	the competition in 1908			Since joining the competition in 1908 , Richmond has won ten premierships , the most recent victory being in 1980 .		
1.0	Richmond	won	ten premierships			Since joining the competition in 1908 , Richmond has won ten premierships , the most recent victory being in 1980 .		
1.0	extra payments	specified	which a freed slave could liberate himself from these residual duties			Sometimes extra payments were specified by which a freed slave could liberate himself from these residual duties .		
1.0	a freed slave	liberate	himself from these residual duties			Sometimes extra payments were specified by which a freed slave could liberate himself from these residual duties .		
1.0	knowledge and interest in the event	affects	the level of personal importance for the individual			Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .		
1.0	knowledge and interest in the event	affects	the individual 's level of emotional arousal			Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .		
1.0	Spennymoor Town F.C	won	the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013			Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .		
1.0	Spennymoor Town F.C	winning	2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013			Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .		
1.0	Abkhaz	associated	Soviet Socialist Republic associated with the Georgian SSR			Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR .		
1.0	Sukhum	functioned	as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931			Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR .		
1.0	Sukhum	became	until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR			Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR .		
